ID,validFrom,validTo,longitude,latitude,name,description,image,number,orderBy,isKidFriendly,isElderlyFriendly,isStrollerFriendly,hasVisited,hasToilet,hasFood,groupFilterStampings,groupSize,totalGroupStampings,stampedUserIds,stampedUsers,heroImageUrl,imageCaption
b6dc8f08-3d7e-4ca0-8470-139e25953b2c,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.210000000000036,51.71611,Forstmeister Tannen,"Das Arboretum ""Forstmeister Tannen"" liegt am Rand des Ballenstedter Schlossparks, oberhalb des Glockenteichs. Es wurde 1766 als Forstplantage mit exotischen Gehölzen angelegt. Die beeindruckenden Weymouthskiefern stammen aus nordamerikanischem Saatgut von 1767 und gehören zu den ältesten ihrer Art in Deutschland.",,181,181,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/181-forstmeister-tannen.jpg,[HWN181 Forstmeister Tannen in Ballenstedt](https://de.wikipedia.org/wiki/Datei:HWN181_Forstmeister_Tannen_in_Ballenstedt.jpg) von [Benutzer:Miebner](https://de.wikipedia.org/wiki/Benutzer:Miebner) unter Lizenz [CC-by-sa 4.0](https://creativecommons.org/licenses/by-sa/4.0/)
2428ba88-dfb1-4ec8-aa7b-52255e8e97b6,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.276939999999968,51.52038,Bergbaulehrpfad Wettelrode,Der Bergbaulehrpfad Wettelrode liegt nahe Sangerhausen im südöstlichen Harzvorland. Er beginnt am Freigelände des Schaubergwerks Röhrigschacht und führt als 4 km langer Rundweg durch die historische Bergbaulandschaft.,,222,222,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/222-bergbaulehrpfad-wettelrode.jpg,[Bergbaulehrpfad Wettelrode](https://commons.wikimedia.org/wiki/File:Bergbaulehrpfad_Wettelrode.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
341686d6-001a-47e6-899e-9ebcab74adee,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.51382000000001,51.8042,Jungfernklippe,"Die Jungfernklippe liegt auf 660 m Höhe südwestlich des Dehnenkopfs und oberhalb des Kellwassertals. Sie befindet sich an einer Forststraße, die die Grenze des Nationalparks Harz markiert.",,221,221,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/221-jungfernklippe.jpg,[Jungfernklippe](https://commons.wikimedia.org/wiki/File:Jungfernklippe.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
9d961980-aac4-4dc3-bd27-0c3d5635ba87,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.53117999999995,51.60973,Schutzhütte Phillippsgruß,"Die Schutzhütte ""Philippsgruß"" liegt nordwestlich von Bad Sachsa auf dem Katzenstein, nahe dem Ravensberg (660 m ü. NN). Ein Stammgast des Kurortes ließ den Pavillon errichten, um den weiten Ausblick bis zum Kyffhäuser zu genießen.",,220,220,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/220-schutzhuette-phillippsgruss.jpg,[Philippsgruß](https://commons.wikimedia.org/wiki/File:Philippsgru%C3%9F.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
89fbd621-5594-4259-9b6d-cf57621e3c12,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.192659999999933,51.56956,Wippertalsperre,"Die Wippertalsperre liegt zwischen Wippra, Königerode und Dankerode. Sie wurde 1951/52 als Vorsperre gebaut und diente der Wasserversorgung für den Kupferschieferbergbau. Heute ist sie ein beliebtes Naherholungsgebiet. Ein 5,8 km langer Rundweg führt um die Talsperre und bietet Naturerlebnisse pur. Die Stempelstelle 219 der Harzer Wandernadel befindet sich an diesem Weg.",,219,219,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/219-wippertalsperre.jpg,[Talsperre Wippra - Flickr - tm-md (36)](https://commons.wikimedia.org/wiki/File:Talsperre_Wippra_-_Flickr_-_tm-md_(36).jpg) von [Torsten Maue](https://www.wikidata.org/wiki/Q65534171) unter Lizenz [CC BY-SA 2.0](https://creativecommons.org/licenses/by-sa/2.0)
6d599a0c-1f81-4650-ad25-77c342367fd6,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.863330000000019,51.57888,Neustädter Talsperre,"Die Neustädter Talsperre, auch ""Nordhäuser Talsperre"" genannt, liegt nordöstlich von Neustadt im Südharz. Sie gilt als älteste Staumauer Thüringens und staut den Krebsbach.",,218,218,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/218-neustaedter-talsperre.jpg,[Talsperre Neustadt](https://commons.wikimedia.org/wiki/File:Talsperre_Neustadt.jpg) von [Xxschneider](https://commons.wikimedia.org/w/index.php?title=User:Xxschneider&action=edit&redlink=1) unter Lizenz [CC BY 3.0](https://creativecommons.org/licenses/by/3.0)
2191b461-d6e9-4a90-95eb-7257ee77d011,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.532479999999964,51.77944,Sonnenkappe Oderteich (NPH),"Die Stempelstelle 217 der Harzer Wandernadel befindet sich am Nordufer des Oderteichs, etwa sieben Kilometer nordöstlich von Sankt Andreasberg an der B 242.",,217,217,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/217-sonnenkappe-oderteich-nph.jpg,[Sonnenkappe Oderteich](https://commons.wikimedia.org/wiki/File:Sonnenkappe_Oderteich.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
f0660015-19dc-48f7-9a51-1f5507a1b331,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.952710000000025,51.5718,Lutherbuche Stolberg,"Die Lutherbuche liegt südwestlich von Stolberg, oberhalb der Stubengasse. Von hier bietet sich ein herrlicher Blick auf Schloss und Stadt.",,216,216,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/216-lutherbuche.jpg,[Blick von der Lutherbuche auf Stolberg](https://commons.wikimedia.org/wiki/File:Blick_von_der_Lutherbuche_auf_Stolberg.JPG) von [Olaf Meister](https://commons.wikimedia.org/wiki/User:Olaf2) unter Lizenz [CC BY-SA 3.0](https://creativecommons.org/licenses/by-sa/3.0)
0212f2ce-c48f-4072-b6de-d2e56e9cd9a8,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.005530000000022,51.58061,Josephshöhe (Auerberg),"Die Josephshöhe ist der Südgipfel des Großen Auerbergs (580 m ü. NN) bei Stolberg im Harz. Hier steht das 38 Meter hohe Josephskreuz, ein beeindruckendes Doppelkreuz aus Stahlfachwerk.",,215,215,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/215-josephshoehe-auerberg.jpg,[Josephskreuz 20210914 HOF06021 RAW-Export 20220427002395](https://commons.wikimedia.org/wiki/File:Josephskreuz_20210914_HOF06021_RAW-Export_20220427002395.jpg) von [PantheraLeo1359531](https://commons.wikimedia.org/wiki/User:PantheraLeo1359531) unter Lizenz [CC BY 4.0](https://creativecommons.org/licenses/by/4.0)
1be30fdf-4daf-4560-b7df-fa6cc8f7dc56,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.077940000000012,51.48897,Bauerngraben,"Der Bauerngraben liegt zwischen Questenberg und Breitungen. Er ist ein episodischer See, der sich füllt und entleert, je nach Zustand der unterirdischen Schlucklöcher.",,213,213,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/213-bauerngraben.jpg,[Bauerngraben im gefüllten Zustand](https://commons.wikimedia.org/wiki/File:Bauerngraben_im_gef%C3%BCllten_Zustand.jpg) von [Hejkal](https://de.wikipedia.org/wiki/Benutzer:Hejkal) unter Lizenz [CC BY-SA 2.0 de](https://creativecommons.org/licenses/by-sa/2.0/de/deed.en)
04d2775a-3df1-4b04-b1bd-f32a58dfc192,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.117200000000025,51.49327,An der Queste,"Die Stempelstelle 212 der Harzer Wandernadel befindet sich an der ""Queste"" bei Questenberg. Die Queste ist ein altes Sonnensymbol auf einem Bergrücken südwestlich des Dorfes. Von hier bietet sich ein fantastischer Blick auf Questenberg und die umliegenden Täler.",,212,212,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/212-an-der-queste.jpg,[Questenberg2008](https://commons.wikimedia.org/wiki/File:Questenberg2008.jpg) von [Benutzer:Hejkal](https://de.wikipedia.org/wiki/Benutzer:Hejkal) unter Lizenz [CC BY-SA 3.0](http://creativecommons.org/licenses/by-sa/3.0/)
5274117e-916a-4e73-8221-fa62aaa5643f,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.014949999999999,51.60758,Kiliansteiche,Die Stempelstelle 211 der Harzer Wandernadel befindet sich am Erddamm der Vorsperre Kiliansteich bei Straßberg.,,211,211,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/211-kiliansteiche.jpg,[Kiliansteich 162154](https://commons.wikimedia.org/wiki/File:Kiliansteich_162154.jpg) von Sarkana unter Lizenz [FAL](http://artlibre.org/licence/lal/en)
0259ff01-4856-47d9-83d8-5cccdeba0a91,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.141830000000027,51.50133,Schöne Aussicht Hainrode,Die Stempelstelle 210 „Schöne Aussicht Hainrode“ liegt zwischen Hainrode und Questenberg im Biosphärenreservat „Karstlandschaft Südharz“. Von hier bietet sich ein weiter Blick über den Südharz bis zum Kyffhäuser.,,210,210,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/210-schoene-aussicht-hainrode.jpg,[Schöne Aussicht Hainrode](https://commons.wikimedia.org/wiki/File:Sch%C3%B6ne_Aussicht_Hainrode.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
44716bae-cd36-4ebe-a943-76c2db7ec0b6,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.270999999999958,51.49308,Moltkewarte (Aussichtsturm),Die Moltkewarte ist ein Aussichtsturm auf dem Schlößchenkopf (310 m ü. NN) südlich des Sangerhäuser Ortsteils Lengefeld.,,209,209,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/209-moltkewarte-aussichtsturm.jpg,[Moltkewarte](https://commons.wikimedia.org/wiki/File:Moltkewarte.jpg) von [Hejkal](https://de.wikipedia.org/wiki/User:Hejkal) at [de.wikipedia](https://de.wikipedia.org) unter Lizenz [CC BY-SA 2.0 de](https://creativecommons.org/licenses/by-sa/2.0/de/deed.en)
262523ab-7c1e-4616-b0df-c732587ec4e8,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.314430000000016,51.5345,Burgruine Grillenburg,Die Burgruine Grillenburg liegt östlich des Sangerhäuser Ortsteils Grillenberg. Sie befindet sich auf einer Anhöhe im Biosphärenreservat Karstlandschaft Südharz.,,208,208,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/208-burgruine-grillenburg.jpg,[Grillenburg 5](https://commons.wikimedia.org/wiki/File:Grillenburg_5.jpg) von [Mewes](https://en.wikipedia.org/wiki/de:User:Mewes) in der [Wikipedia auf Deutsch](https://en.wikipedia.org/wiki/de:)
36ea30c0-c178-495b-a534-45de75f972ba,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.283379999999966,51.7007,Mausoleum,"Das Mausoleum der Grafen von Asseburg-Falkenstein liegt am Ortsrand von Meisdorf, nahe dem Schloss. Es ist eine neugotische Begräbnisstätte aus dem 19. Jahrhundert.",,207,207,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/207-mausoleum.jpg,[Mausoleum der Asseburg](https://commons.wikimedia.org/wiki/File:Mausoleum_der_Asseburg.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
29ec0eb1-ba1e-48bf-a4e8-e22a435d22cd,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.641579999999976,51.67538,Hahnestein,Der Hahnestein liegt bei Hohegeiß zwischen dem Wanderparkplatz „Bechlerstein“ und dem Hinteren Ebersberg (686 m ü. NN).,,206,206,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/206-hahnestein.jpg,[Hahnestein](https://commons.wikimedia.org/wiki/File:Hahnestein.jpg) von [FB1969](https://commons.wikimedia.org/wiki/User:FB1969) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
73d4dd3b-a292-4e48-a395-033c96b37cd6,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.30630999999994,51.66342,Rastplatz unterhalb des Cluesberges,"Die Stempelstelle 205 der Harzer Wandernadel liegt am Rastplatz unterhalb des Clusberges, zwischen Pansfelde und Stangerode.",,205,205,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/205-rastplatz-unterhalb-des-clusberges.jpg,[Am Clusberg](https://commons.wikimedia.org/wiki/File:Am_Clusberg.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
86e76f05-c2d7-4536-bd47-9fc6ffe731ce,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.254429999999957,51.68547,Selkesicht an der Ackeburg,Die Selkesicht (HWN 204) ist einer der schönsten Aussichtspunkte im Harz. Von einem Felsvorsprung oberhalb des Selketals bietet sich ein atemberaubender Blick auf die gegenüberliegende Burg Falkenstein (HWN 200). Die Stempelstelle 204 wurde 2021 zur schönsten Stempelstelle des Jahres gewählt. HWN 204,,204,204,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/204-Selkesicht_an_der_Ackeburg_overview.jpg,
fc39b54c-8509-4ee3-bd6b-4c38bc7db4a3,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.23257000000001,51.67912,Schutzhütte am Mettenberg,"Die Schutzhütte am Mettenberg (HWN 203) liegt im idyllischen Selketal zwischen dem Hotel Thalmühle und der Selkemühle. Dieses etwa 8 km lange Talstück ist vollständig vom Autoverkehr befreit, sodass Wanderer und Radfahrer die Natur in Ruhe genießen können. Der breite, gut befestigte Weg führt durch das Naturschutzgebiet und bietet beeindruckende Einblicke in die einzigartige Flora und Fauna der Region.",,203,203,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/203-schutzhuette-am-mettenberg_dallE.jpg,Bild: Erstellt mit KI in DALL·E durch Harzer Wanderbuddy
5bef5245-62af-4868-8586-77c5f6ce50f2,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.307680000000005,51.6854,Landschaftspark Degenershausen,"Der Landschaftspark Degenershausen liegt bei Wieserode, einem Ortsteil von Falkenstein/Harz. Er erstreckt sich über 12 Hektar und beherbergt über 175 Baum- und Straucharten.",,202,202,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/202-landschaftspark-degenershausen.jpg,[Landschaftspark Degenershausen](https://commons.wikimedia.org/wiki/File:Landschaftspark_Degenershausen.jpg) von [Hejkal](https://de.wikipedia.org/wiki/User:Hejkal) unter Lizenz [CC BY-SA 2.0 de](https://creativecommons.org/licenses/by-sa/2.0/de/deed.en)
36bf6521-a867-4d52-9d69-b9785a62e8fa,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.347999999999956,51.714,Konradsburg,Die Konradsburg liegt etwa 3 km südlich von Ermsleben auf dem Burgberg (236 m ü. NN). Sie wurde zum Schutz des Reichsgutes Harz gegründet. Nach 1120 verließen die Konradsburger den Bergsporn und errichteten im Selketal die Burg Falkenstein. Auf der Konradsburg wurde ein Benediktinerkloster gegründet. Sie war für Jahrhunderte das kulturelle und wirtschaftliche Zentrum am östlichen Harzrand.,,201,201,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/201-konradsburg.jpg,[Chor März 2004 - 02](https://commons.wikimedia.org/wiki/File:Chor_M%C3%A4rz_2004_-_02.jpg) von Die Autorenschaft wurde nicht in einer maschinell lesbaren Form angegeben. Es wird [Burgwaechter1021~commonswiki](https://commons.wikimedia.org/w/index.php?title=User:Burgwaechter1021~commonswiki&action=edit&redlink=1) als Autor angenommen (basierend auf den Rechteinhaber-Angaben). unter Lizenz Public domain
393a559a-d7a0-4971-ae60-e2b7c9a16fbd,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.265949999999975,51.6818,Burg Falkenstein,: Die Burg Falkenstein thront auf einem Felsvorsprung über dem Selketal im Harz. Sie gilt als eine der ältesten und am besten erhaltenen mittelalterlichen Burgen der Region.,,200,200,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/200-burg-falkenstein.jpg,[Burg Falkenstein (Harz)](https://commons.wikimedia.org/wiki/File:Burg_Falkenstein_(Harz).JPG) von Joachim Schneeleopard unter Lizenz [CC BY-SA 3.0 de](https://creativecommons.org/licenses/by-sa/3.0/de/deed.en)
c36821de-ddd2-42df-b418-264b45c64bc8,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,11.258789999999976,51.71425,Bismarckturm,"Der Bismarckturm steht südlich des Ballenstedter Ortsteils Opperode auf dem bewaldeten Stahlsberg (270,6 m ü. NN). Er bietet eine hervorragende Aussicht auf den nördlichen Vorharz.",,199,199,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/199-bismarckturm.jpg,[BismarckturmBallenstedt](https://commons.wikimedia.org/wiki/File:BismarckturmBallenstedt.jpg) von [Benutzer:Hejkal](https://de.wikipedia.org/wiki/Benutzer:Hejkal) unter Lizenz [CC BY-SA 2.0 de](https://creativecommons.org/licenses/by-sa/2.0/de/deed.en)
4f6c1909-1b45-433f-ac11-959397f3e116,1970-01-01T00:00:01.000Z,2037-12-31T23:00:01.000Z,10.858050000000048,51.51768,Glockensteine,Die Glockensteine liegen südwestlich von Steigerthal an einer Kreuzung des Karstwanderwegs und des Pfads nach Himmelgarten.,,198,198,,,,,,,,,,,,https://www.harzer-wander-buddy.de/assets/images/stampboxes/198-glockensteine.jpg,[Glockensteine Steigerthal](https://commons.wikimedia.org/wiki/File:Glockensteine_Steigerthal.jpg) von [Thomas Binder](https://commons.wikimedia.org/wiki/User:B.Thomas95) unter Lizenz [CC BY-SA 4.0](https://creativecommons.org/licenses/by-sa/4.0)
