ID;longitude;latitude;name;description
3f3bcabe-aa14-41d3-b595-855a0e8a00f7;10.353764;51.743557;Osterode am Harz - ;Kleiner Erholungsplatz am Waldrand, gut zu erreichen (nahe einer Straße, welche jedoch nachts wenig befahren ist), Pause machen erwünscht
a37f45cf-b109-4653-9f98-11cd24de3757;10.351475;51.747814;Osterode am Harz - B498;Parkplatz oberhalb der Talsperre
8665987a-7eb9-47ce-9c6b-cde729151938;10.467565;51.806422;Altenau - Schultal;Parkplatz Tischlertal. Wir haben hier im Apr. 2020 (Corona, alles geschlossen) für 2 Tage/Nächte problemlos gestanden. Nur offenes Grillen sollte man wg. Waldbrandgefahr unterlassen. Links führt vom Parkplatz ein Fussweg nach ca. 100m über eine Holzbrücke zu einem idyllisch am Bach gelegenen Picknickplatz. Altenau auf schönem Weg durch die Wiesen des Mühlenberg fussläufig erreichbar. Auch diverse Wanderungen von hier aus möglich!
516baab1-77b1-4e36-a91b-8f3b355b9e12;10.514774;51.761;Sankt Andreasberg - 8 Sonnenberg;Schöner asphaltierter Stellplatz für Wanderungen z.b. zum Oderteich (1,8 km) Der Weg dorthin ist mittelschwer einzuordnen. Ziemlich viel Furchen und Wurzelwerk.  Parken nur ab 6 - 22 Uhr erlaubt
980c5350-4b27-47ff-93d4-5e066cc009f2;10.38218;51.806348;Clausthal-Zellerfeld - ;Sehr Ruhiger Parkplatz, direkt am Waldrand idealer Ausgangspunkt für Wandertouren/ Fahrradtouren für einen Zwischenstopp über Nacht gut geeignet Platz für 1- max. 2 große Wohnmobile leicht geschotterter Waldboden als Untergrund
79400b8e-6dee-4435-ad8f-8ea277dd04b0;10.350102;51.785035;Campingplatz Prahljust;Schöner, etwas rustikaler aber sehr sauberer Campingplatz. Keine Reservierung notwendig. Stellplätze auch direkt am See möglich, teilweise nicht ganz eben. Schwimmbad im Preis enthalten, im
7238c7ad-6e2f-41fe-ad7d-3c8fe1e36900;10.447465;51.703719;Herzberg am Harz - L521;Wanderparkplatz Sieber. Jetzt mit übernachtsungsverbotsschild, da der Ort sehr verschmutzt wurde. Etwas abseits von der Straße die sehr wenig befahren ist. Sehr ruhig. Grenzenlose Möglichkeiten zum Wandern. Im Winter gibt es in der Nähe eine Langlaufloipe. Eine Alternative wenn der ausgeschilderte Stellplatz in Sieber belegt ist.
ebfb9f0d-e538-4fc5-93d2-b437510ea570;10.439087;51.81906;Campingplatz Okertalsperre;Toller Platz, super nette Betreiber , Sanitär top sauber? gerne wieder.
8eeed93c-00ec-4a1b-ba23-263a7e42abed;10.509032;51.797672;Altenau - L504;Einfacher Parkplatz ohne Verbotsschilder mit leichter Schräglage
fe109910-829b-4975-951f-79987b5e81b9;10.33167;51.77193;Clausthal-Zellerfeld - 8 An der Trift;Wanderparkplatz „An der Trift“. Ein breiter Schotterweg auf dem auch zur Ürbernachtung geparkt werden kann. Durch die Hanglage ist das Längsausrichten des Fahrzeugs hier nur bedingt möglich.
621b14fa-bc56-4b1f-b78c-3c9765f2549f;10.418396;51.694225;Herzberg am Harz - 40 Runde Wiesen;Kostenloser Wohnmobilstellplatz für 4 bis 6 (je nach Länge) Mobile neben dem Feuerwehrgebäude. Zufahrt über die Strasse , Tiefenbeek. Dort befindet sich eine Damen- und Herrentoilette in gepflegtem Zustand. 50 m entfernt ein Freibad. Bei dem hintersten Platz ist der Satelitenempfang nicht möglich. Wirklich sehr ruhig. Der angrenzende Bolz- und Spielplatz kann bei gutem Wetter vielleicht zu hören sein. Sehr gute Wandermöglichkeiten. Liebe Gemeinde Sieber, vielen lieben Dank für diesen Platz. Keine Ver- und Entsorgungstation.
6232d627-cc26-4fa1-9e70-82f817777d07;10.342459;51.79844;Clausthal-Zellerfeld - 10 Andreasberger Straße;Tankstelle für Gasflaschen. Sehr freundliches Personal!
413a0676-152c-4827-bd7a-7c8ea699e7f4;10.46875;51.69771;Osterode am Harz - Königshof;Befestigter Parkplatz im Siebertal am Beginn einer autofreien Straße in den Nationalpark Harz. Nicht besonders ruhig, da in der Nähe die L521 vorbeiführt, die von Motorradfahrern geliebt wird. Aber ein sehr schöner Ausgangspunkt für Wanderungen.
1ef69a38-227f-43c4-9330-1fa6b6d7303c;10.321897;51.759561;Harz Hideaway;Unser Harz Hideaway ist das ganze Jahr geöffnet!  Unser Naturcamping- und Tiny House Platz ist ein Ort des Rückzugs, daher der Name “Harz Hideaway“. Ein Platz inmitten der Natur, der Ruhesuchende und gestresste Menschen zusammenbringt, die mit unserem umfangreichen Sportprogramm, wie z. B. Wandern, klettern an unserer Kletterwand, Mountain-biking und den geplanten NaturSPA Angeboten sowie durch andere Aktivitäten wieder Energie tanken können.   Warum unbedingt zu Uns?  Weil wir kein gewöhnlicher Campingplatz sind!   Wir vermieten nicht nur Stellplätze für Camper sondern auch für Tiny Houses. Wir verleihen Picknickrucksäcke mit unseren Speisen aus der Besenkammer und Snacks aus dem Kiosk. So können Sie ganz individuell Ihren Rucksack bepacken lassen. In unserem Kaminzimmer können Sie sich mit einer Tasse Kaffee entspannt zurücklehnen und egal bei welchem Wetter die Natur genießen. Oder Arbeiten Sie ganz einfach von hieraus! Arbeiten und Urlaub zugleich? Das geht aber sowas von! Im Herbst und Winter haben wir eine Vielzahl an Lagerfeuer Plätzen zur Verfügung, wo sie sich gemütlich in große Decken einkuscheln können.   Leben mit der Natur  Wir wollen Glücksmomente erschaffen und diese in Einklang mit der Natur bringen. Naturnahes Campen, ohne wie bei herkömmlichen Campingplätzen in Reihe und Glied direkt neben seinem Nachbarn zu stehen, hat daher grösste Bedeutung für uns. Wir legen den Fokus stark auf Nachhaltigkeit und Verantwortung für die Natur. Insbesondere bei der Küchenphilosophie unserer Besenkammer, welche auf höchste Qualität und regionale Produkte wert legt sowie als auch auf vegane und vegetarische Speisen.  Unsere Vorhaben 2022  Um unserem Campingplatz den letzten Feenstaub zu verpassen, haben wir noch einige Besonderheiten vor, welche 2022 umgesetzt werden sollen.  Wir planen eigene Tiny Houses, Baumhäuser und Hütten zur Vermietung. Einen NaturSPA sowie eine Sauna, Bogenschiessen, einen Verleih für Mountainbikes, Waldkonzerte und noch vieles mehr!  Wir haben alles mit Liebe zum Detail eingerichtet, achten sehr auf Sauberkeit und freuen uns sehr, Sie hier begrüßen zu dürfen!
c5774da2-72ca-4111-a990-fb3fea296624;10.521487;51.723669;Sankt Andreasberg - ;Parkplatz. Kein Service. Naturlehrpfad und Straße in der Nähe, daher ein wenig Verkehrslärm.
f37603c5-d518-4777-84f9-ceaa337ffbba;10.323746;51.783663;Clausthal-Zellerfeld - B241;Kleiner Parkplatz mit Schotteruntergrund, ein bisschen uneben. Kurzer Fußweg zu einem der schönsten Seen Clausthals. Hier darf man auch baden gehen. Schöner Startpunkt für eine Wanderung oder Tour mit dem Mountainbiker.
2e9722e9-f81c-4e22-9f75-d22589d1c362;10.516521;51.714538;Sankt Andreasberg - Am Samson 5;Wohnmobile Grube Samson Neu. Ruhiger, grüner Platz in der Nähe von Sportplatz und Museum. Alle Nebenkosten im Preis inbegriffen, Strom kostenlos ohne Limit. Das ganze am Rande von St.Andreasberg, eines netten verschlafenen Ortes.  Die Kurtaxe ist pro Wohnmobil nicht pro Person.  Auch für große womos geeignet. Bezahlung im Touristenbüro ,Am Kurpark 9, zu Fuß in ca 500 m erreichbar.
4ed50956-b81f-4092-9355-4d066f6958d5;10.379545;51.696707;Herzberg am Harz - Unnamed Road;Platz direkt in der Natur. Mit Picknickplatz. Nur wenig genutzt. Naturbach direkt am Parkplatz. Guter Startpunkt zum Wandern im Nationalpark. Übernachten nicht erlaubt. Bis 22:00Uhr frei. Keine Versorgung, keine Entsorgung. Kein Handyempfang.
fdb09503-0612-4ea8-94a9-aee3dcc97ac4;10.350494;51.810868;Clausthal-Zellerfeld - 27 Haus-Herzberger-Straße;Parkplatz des Waldseebades direkt am See. Wenig Verkehr. Schön für einen Spaziergang um den See und 8 Min Fußweg vom Italiener Lucania entfernt. Dabei macht man einen schönen Spaziergang durch die "NUR Dach Häuser", eine Feriensiedlung mit kleinen Häuschen.   Lage direkt am Waldseebad. Hier der einzige See, an dem man mit Bademeister in der Umgebung baden gehen kann.   Platz gross genug für 50-70 Fahrzeuge, aber meist sind hier um die 5-10, meistens ist man ganz alleine.  Untergrund: Schotter, ebene Fläche  Im Winter wird hier der Schnee gelagert, daher dann nicht befahrbar.
a7c67540-2329-43f4-946a-e95dc4987327;10.53156;51.79773;Altenau - L504;Kostenlose Parkplätze (Keine Wohnmobile von 22:00 bis 06:00 Uhr)
d80b0d9d-dd4a-4f65-8e35-54e64fd29755;10.3333;51.80261;Clausthal-Zellerfeld - 5 Osteröder Straße;Wäscherei geöffnet von 8-22 Uhr
bdb0f29d-5eb0-4c8a-bbef-2e5ee9d359d7;10.364766;51.698172;Herzberg am Harz - Unnamed Road;Parkplatz direkt hinter dem Campingplatz. An einem Bach gelegen. Grillhütte in direkter Nähe. Auch als Picknickplatz zu nutzen. Kinderrutsche. Guter Ausgangspunkt für Wanderungen.
f8d50a01-bc3d-4729-8897-4a0c484ba7bb;10.427661;51.83576;Schulenberg im Oberharz - 17 Tannenhöhe;Parkplatz am Ende einer Sackgasse in der Nähe der Okertalsperre. In der Nähe am Waldrand Bänke zum Rasten.
e9f4c8fa-0323-4eb1-9f44-e09c40a38bfd;10.550827;51.774439;Sankt Andreasberg - 2 Oderbrück-Süd;Gebührenfreier, öffentlicher Parkplatz an der Hauptstraße. Im Winter stark frequentiert, übernachten verboten
b9234fbc-00ff-4beb-afc4-b9b9d95d3cf9;10.309459;51.740825;Osterode am Harz - Unnamed road;Ein Parkplatz an der Staumauer des Stausees. Stellplatz für Wohnmobile per Schild erlaubt. Ok öffentliche Toiletten. Übernachten laut Schild (typisch deutsch) nicht erlaubt
1e45bc29-d8c2-44d6-b038-c5df0dea898d;10.435049;51.837041;Schulenberg im Oberharz - 14 Wiesenbergstraße;Normales Parken über dem Campingplatz, ruhig, kostenloser Zugang zu den Toiletten und sehr schöne Aussicht
47312979-ef54-4739-bd8f-4803c57cebda;10.435338;51.837065;Schulenberg im Oberharz - 16 Wiesenbergstraße;Stellplatz auf Kies mit herrlichem Blick auf den Okerstausee inklusive der Brücken. Ansonsten schöner kleiner Ort. Sie können sich vorab im Tourismusbüro Altenau anmelden und zweimal am Tag kommt jemand zur Bezahlung und Kontrolle. Die Anzahl der Parkplätze ist nicht begrenzt. Bei dichter Parkdichte sind 15 Wohnmobile möglich. Brötchen können im nahegelegenen Sporthotel bestellt werden. Es gibt keine öffentlichen Toiletten mehr! Der Besitzer des Toilettenhauses hat gewechselt, sodass es nicht mehr verfügbar ist (bestätigt durch die Kassiererin).
c7d72f70-9b0f-4209-a6c5-ce5c3f6637f6;10.30715;51.77372;Clausthal-Zellerfeld - ;Kleiner Stellplatz mit einem Weg zum See direkt im Wald. Ruhige Nächte, wenig Verkehr.
2a3959cd-6860-4ca7-ad59-4bb2e40926cb;10.552319;51.77618;Sankt Andreasberg - 10 Oderbrück-Süd;Kleiner kostenloser Parkplatz für Transporter und Kastenwagen, perfekt für Wanderungen, direkt an der Straße.
c6c0d7de-1789-494e-8dff-7d19a54988e9;10.452103;51.83671;Schulenberg im Oberharz - 498;Große Fläche direkt an der Okertalsperre zum verweilen in der Nacht. Umgeben von Wald und einem kleinen Teich. Stehen in der Nacht wird geduldet. Ebene Fläche. Sehr ruhig.
a0007709-99b1-4e04-9af2-92491aff0755;10.30533;51.77274;Clausthal-Zellerfeld - Unnamed Road;„Holzumschlagplatz am Prinzenteich“
4ee6159a-f4cf-4f5e-82f1-1e496ed30db7;10.52403;51.70743;St. Andreasberg;Parkplatz am Sankt Andreasberg. Wir hatten bzgl. Übernachtung gefragt und durften hier mit Parkschein übernachten. Der Bikepark ist super und auch die Sommerrodelbahn sieht spaßig aus. Im Winter sind zwei Sessellifte und im Sommer einer in Betrieb. Oben am Ausstieg gibt es bis ca. 17h Mittagessen, Kuchen und Eis. An der Talstation sind öffentliche Toiletten. Das Restaurant „Sportlerklause“ sieht gut aus, hatte Montag leider Ruhetag, daher konnten wir es nicht ausprobieren.
07d7006d-1ab8-4b43-9722-d8710d148492;10.55049;51.784652;Altenau - B4;Parken an der B4. Sehr guter Ausgangspunkt für Wanderungen und Motorradtouren.
9d008ac4-57dd-4add-b7ed-abc06b88bf1f;10.451275;51.837796;Schulenberg im Oberharz - ;Einfacher Parkplatz für  Wohnmobil super  Bitte kein Müll liegenlassen sondern mitnehmen denn sonst ist hier ganz schnell eine Schranke vor
5e821baa-b3d1-44cd-a094-e0dce95693ba;10.3361;51.81351;Clausthal-Zellerfeld - 5A Am Alten Bahnhof;Wohnmobilstellplatz „Alter Bahnhof“ am Busbahnhof in Clausthal-Zellerfeld. Wird auch als Parkplatz für PKW genutzt. Öffentliche Toilette 30 m entfernt (laut Schild). Kurtaxe ist in der Touri-Info zu entrichten - ansonsten kostenlos. Bergwerkmuseum ganz in der Nähe.
ca236385-7c3c-415f-ae03-c15d035c66d7;10.536247;51.804067;Großparkplatz Brockenblick;Parkplatz an der Bavaria Alm mit Aussicht auf den Brocken. Für eine Nacht super. Vorsicht! Platzwart  gibt falsche Infos bezüglich der Uhrzeit, wann man den Platz verlassen soll, laut Platzwart sollte ich um 6 Uhr wegfahren. Das kam mir komisch vor also habe ich den Betreiber angerufen und es hat sich ergeben, dass ich im laufe des Vormittags abfahren darf, ohne etwas dazu zahlen zu müssen.
66b808a7-1aee-4304-abf8-afe745c1da48;10.440412;51.839212;Schulenberg im Oberharz - L517;Parkplatz ohne Wohnmobil verbot. Direkter Zugang zum See. Direkt an einer wenig befahrenen Straße.
4567330c-98a3-433e-9012-389747a709e7;10.371149;51.830951;Clausthal-Zellerfeld - 13 Sonderweg;Parkplatz mit Schotter 150 Meter von einem Badesee entfernt mit vielen gemütlichen Badebuchten und Grillmöglichkeiten
e27fe24c-e560-45c2-99f9-d78d5e5267aa;10.45117;51.83877;Altenau - B498;Flacher Parkplatz in der Nähe des Wassers. Neben der wenig befahrenen Straße. Genügend Platz für 2-3 Camper.
cc41e865-9efe-48d3-8faa-c121755d4f5d;10.44263;51.841204;Schulenberg im Oberharz - 2 Okertalsperre;An der Straße am Stausee geht es über die Bordsteinkante hoch auf einen Weg der steil den Berg hinauf führt. Nach einigen Metern scharf rechts abbiegen und weiter steil den Berg hinauf. Nach etwa 100 weiteren Metern befindet sich das Ziel auf der rechten Seite.  Man hat Ausblick auf den See. Die Straße ist zwar zu hören, aber nicht zu sehen. Nachts ist es ruhiger.
9f4f21b1-ef1d-4e1d-a3b9-43d5cdea90c6;10.44366;51.84116;Schulenberg im Oberharz - 2 Okertalsperre;Kleiner Seitenparkplatz an der Straße mit Schotter. Etwas abschüssig, aber noch okay. Schöner Ausblick, guter Startpunkt zum Wandern und zum Mountainbike fahren. Auch mit Hunden äußerst entspannt. Nachts war es schön ruhig mit einigen anderen Van-Reisenden, die dort ebenfalls genächtigt haben. Keine Verbotsschilder hinsichtlich Nachts dort stehenbleiben. Tagsüber viel los und viel Verkehr, aber da ist man ja eh unterwegs. Abends wird es ruhig.
028e3241-b7f6-46c9-8611-6e72961cc6a9;10.390007;51.837827;Clausthal-Zellerfeld - 3 Festenburg;In 04/24 neu angelegter Platz. Ein absoluter Traum. Die 6 Womo Plätze gehören zur Hotelanlage. Anmeldung in der Rezeption. Hier kann auch das tägliche Frühstück Buffett zugebucht werden. Restaurant und Bar ist ebenfalls vorhanden. Nachts absolute Stille und tagsüber etwas Trubel durch Wanderer und Hotelgäste. Unten im Wald ist ein malerisch schöner See. Zahlreiche Wanderwege gehen direkt am Platz los. Weitere Besonderheiten:An der Rezeption erfährt man wo man das kleine aber feine hoteleigene Schwimmbad nutzen kann. Der Spielplatz ist groß und in gutem Zustand. Nebenan noch eine Minigolfanlage. Das gesamte Personal ist freundlich und zuvorkommend! Alles in allem ein echter Geheimtipp. 
ee3670a1-51f2-418d-8478-fee046ec55b2;10.447415;51.840993;Schulenberg im Oberharz - L517;Parkplatz an der straße, direkt am wasser mit bademöglichkeit, campen möglich im wald auf der anderen straßenseite.
07b69f9c-e34d-476b-a04a-56d468eaf8ce;10.50255;51.68997;Sankt Andreasberg - ;Platz, der vermutlich auch für das lagern der Holzwirtschaft genutzt wird (sieht man auf Sattelitenfotos in Maps). kleiner Fluss der zu hören ist, anliegende Straße nachts sehr ruhig. Wir blieben von 21:30 bis 9:30 und sind niemandem begegnet.
902c9313-a49b-40e4-af1f-02b0b376c373;10.349974;51.827691;Clausthal-Zellerfeld - 78 Goslarsche Straße;Erbprinzentanne Kleiner Parkplatz direkt neben der Straße und direkt am See. Schöne Aussicht über den See. Vermutlich kann man in dem See baden, konnten wir nicht testen. Verkehr auf der Straße hält sich zumindest abends in Grenzen bzw. nachts recht ruhig. Die Aussicht entschädigt sehr.
765877cc-a511-42cc-92eb-d4017cecec6c;10.31283;51.80777;Clausthal-Zellerfeld - 8 Am Ottiliaeschacht;Ruhiger Platz für kleine Camper, geschotterter Untergrund. Unterhalb vom Ottiliae Schacht in Clausthal-Zellerfeld. Keine Ver- oder Entsorgungsmöglichkeiten. Kein offizieller Parkplatz. Ideal für eine Nacht. Ins Zentrum mit Gaststätten ca. 10 Minuten zu Fuß.
89109f6e-b1e7-4ca3-9dcd-fcf528cd289a;10.320535;51.82268;Camping Waldweben;Campingplatz Waldweben
996b615c-f32c-4a30-ac98-f5b2d37160ab;10.292926;51.803081;Clausthal-Zellerfeld - Hüttenstraße;Kleiner schöner Rastplatz. zwischen Rastplatz und Straße sind ein paar Bäume, sodass man die Straße nur hören kann. dort fließt direkt die Innerste lang.
5b8ad987-6ead-4238-9749-49e9b6e5684b;10.284314;51.727353;Campingplatz Eulenburg;Wohnmobilstellplatz der zum angrenzenden Campingplatz gehört. Sanitär dessen darf mitbenutzt werden.
59cd2dfa-4e50-4629-a599-3d0a48c2b427;10.528883;51.838529;Bad Harzburg - ;Großer kostenfreier Parkplatz (ca. 25 Parkplätze) direkt an der Bundesstraße. Wohnmobile sind zwischen 22 und 6 Uhr nicht erlaubt.
9c65c0e5-853a-49f9-9127-abe171069b11;10.349982;51.846677;Camping Le Kreuzeck;Campingplatz Das Kreuzeck. Sehr schöner Platz an einem Stausee mit viel Wald drumherum. Die Sanitäranlagen sind neu und sehr gut und sauber. Hunde sind am Platz erlaubt. Sehr viele Ausflugsmöglichkeiten in der näheren Umgebung.
eee17790-6870-4dca-b792-3ebb9fdbc43b;10.470723;51.858129;Romkerhalle;Parkplatz an der Straße, nah an Wanderwegen, tagsüber viele Kajakfahrer.
73c9d1b8-ff27-492b-9a99-1a13850e9109;10.309576;51.833165;Wildemann - Unnamed Road;Ganz ruhiger Platz mitten im Wald super zum Wandern und Radfahren ohne Versorgung. LTE funktioniert
8ccc1f7b-8e24-4813-9a09-b02389ffe396;10.34739;51.669;Herzberg am Harz - Unnamed Road;Schöner Parkplatz in einem Waldstück , zwar direkt an der Straße aber dennoch zum Parken und Übernachten möglich . Vor dem Parkplatz rechts gehend mit ca 8 min Laufweg ein schöner Wasserfall mit Aussichtspunkt.
90fd4fe1-bb9e-4882-a337-0e101bae7ac6;10.319199;51.678624; - K7;Der kleine Parkplatz liegt direkt einer absolut ruhigen sackgassen landstraße . es fließt dort auch ein kleiner bach und man kann wandern oder mit den hunden spazieren gehen. auch für eine pause ist der platz sehr nett.
59b6d164-9404-458f-85e7-f8b1c25db77f;10.261523;51.736288;Osterode am Harz - 58 Alte Harzstraße;Schöne ruhige Plätze vor einem Sportplatz oberhalb von Osterode
87f7aac2-6a69-4b3e-a0e7-fe18a47023d5;10.330264;51.847452;Goslar - 1 Am Grumbach;Schöner, recht großer Parkplatz in der Nähe des Spielplatzes und des Liebesbankwegs. Man hört die Straße, aber wir haben trotzdem zwei schöne Nächte hier verbracht.
999d9783-c7bd-4633-bb78-f79011ba4830;10.331236;51.848174;Goslar - Wiesenstraße;Ein öffentlicher Parkplatz in der Nähe von verschiedenen Badeseen. Auch der Liebesbankweg kann hier gelaufen werden. Stehen über Nacht wird geduldet. Liegt direkt an der Hauptstraße, aber Nachts sehr ruhig.
dfb14c15-6166-4333-b56b-92365a7e8fa7;10.507609;51.662699;Bad Lauterberg im Harz - L520;Ein Waldweg, 3 km hinter Bad Lauterberg Richtung Sankt Andreasberg, auf der rechten Seite, kein Verbotsschild, wunderschön ruhig, zwei Bäche zur Erfrischung, Wanderwege zum Matthias Schmidt Berg
e048df27-d036-46e2-a56c-a26013c7130b;10.315315;51.67743;Herzberg am Harz - ;Ruhigen,ebener Schotterparkplatz. Kaum verkehr,allerdings direkt neben Bahnschienen. wir haben hier trotzdem eine sehr angenehme Nacht verbracht.
a7e0fba6-c5e3-4690-a716-792103598622;10.259163;51.728286;Osterode am Harz - 30 Bleichestelle;Kostenloser Großparkplatz. Von hier aus ist man in gut 5 Minuten am Marktplatz. Der Weg in die Altstadt ist sogar vom Parkplatz aus ausgeschildert. Wenn man sich in den hinteren Bereich stellt, könnte man wohl sogar übernachten.
47e7304f-2912-441f-9869-780b5ae6963f;10.269042;51.808595;Harz - Unnamed Road;Grosser Wanderparkplatz im Wald etwas von der Strasse entfernt. Absolut ruhig. Sat- Empfang problemlos. Herrliche Wanderwege direkt vom Platz aus. Für Hundebesitzer ideal..
1e31c05b-bd22-40de-bf5a-5bbbfb962869;10.342897;51.857134;Wohnmobilstellplatz an der Stabkirche in Goslar;Parkplatz direkt am Liebesbankwanderweg. Wasser gibt's 60 Liter für 2 Euro. Sonst bietet der Platz nichts weiter. Leider waren darum auch Spuren der Camper im Wald zu sehn. Eine Toilette empfiehlt sich hier. Sonst ist es in der Nacht ruhig. Für kostenlos kann man nicht meckern.
d80fe0d0-0349-4c1b-87b2-b5bf8f2442b0;10.60348;51.731523;Boutique-Hotel THH622;Stellplatz für einen VW-Bulli oder vergleichbares Fahrzeug  - Inklusive Nutzung der Duschen - Inklusive Strom und Wasser - Optionales Frühstücksbuffet - Maximale Fahrzeuglänge: 5,2 m  Bitte den Stellplatz vor Anreis buchen
7dc18e1c-874f-4943-9672-db51646846fc;10.59344;51.712677;Braunlage - 4 An der Waldmühle;Kleiner Schotterparkplatz neben der Straße. Von Bäumen umgeben. Ruhig genug für eine Nacht.
c2f106d6-0b04-4ba5-a681-077c96e03d94;10.336575;51.856349;Goslar - ;Neuer Parkplatz am Ortseingang. Keine Beschränkung. Leicht schräg.
f40cf3fd-4b56-48f8-b67e-b0c8cc4227fc;10.60367;51.72448;Braunlage - 6 Flurweg;Kostenfreier Wanderparkplatz am Rande eines Wohngebietes als Ausgangspunkt für Biketouren, Wanderungen oder zum Skigebiet Wurmberg.
7d0e9fa2-8176-42cf-b250-91b66a3c00e9;10.609767;51.737062;Braunlage - 1 Kegelbahnweg;Guter Platz, um Wanderungen im Harz zu starten. Möglichkeit, auf den Wurmberg zu wandern. Wenn kein Schnee liegt, ist hier eine Riesenfläche. Tagsüber ist die Straße gut belebt (am Wochenende) , nachts sehr ruhig! Wir waren im Winter hier, haben eine Nacht hier verbracht, nachts war es angenehm.
323f4e9d-b1ce-4848-bfa8-1b24c9516bef;10.3424;51.85999;Goslar - 2 An den Teichwiesen;Großer Schotter-Parkplatz direkt am Bikepark/Liftstation
da9cbc90-3f70-48a9-befb-8c4160273fd5;10.273626;51.819961;Wildemann - 21 Im Schwarzewald;Schöner Parkplatz mit direktem Zugang zum Bach. See ist zu Fuß in 3 Minuten zu erreichen, einfach der Beschilderung Hundewald folgen. Bitte lassen Sie keinen Müll herumliegen.
9c16f566-cf02-4c1f-b4d0-e2c6314c99ae;10.5975;51.712799;Camping Braunlage;Ein wunderschöner Ort in einer wunderschönen Umgebung. Viele verschiedene Stellplätze in verschiedenen Höhen. Die Sanitäranlagen sind neu. Brötchenservice möglich, morgens Lieferung an den Stellplatz. Restaurant vor Ort, nur montags geschlossen.
2bd3f148-8d75-4dc1-83a7-aacdba9f7585;10.60973;51.73479;Braunlage - 3 Karl-Röhrig-Straße;Idyllischer Platz. Liegt in einer wenig befahrenen Straße an einem schönen Bach. Haben ihn als Ausgangspunkt für eine Brockenwanderung genutzt.
