ID,fromPoi,toPoi,durationSeconds,distanceMeters,travelMode,positionString
"0075af98-c4cf-4c7f-a08a-c15e00336111","5d553793-35a5-4493-872e-d0d79523003e","5d553793-35a5-4493-872e-d0d79523003e","5","5","walk","10.467539999999985;51.78544;0"
"00856f3f-fe25-453f-9f6e-96fc36ece3d0","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","5","5","walk","10.467539999999985;51.78544;0"
"008d4dda-fc63-41e4-adc6-0ef7415b6f97","5bef5245-62af-4868-8586-77c5f6ce50f2","5bef5245-62af-4868-8586-77c5f6ce50f2","5","5","walk","10.467539999999985;51.78544;0"
"0098a2d7-e9b6-4f79-93d8-330c29f84fd1","75e72933-439d-4adb-b11d-aceba705fc2b","75e72933-439d-4adb-b11d-aceba705fc2b","5","5","walk","10.467539999999985;51.78544;0"
"0099aa7d-2373-471d-8beb-894f5a258817","f0627d12-254c-4913-b81a-8cb78bed0ae0","f0627d12-254c-4913-b81a-8cb78bed0ae0","5","5","walk","10.467539999999985;51.78544;0"
"00c9b47b-2c26-49c7-9862-b74d030be1b0","d98a2f28-4e55-4042-8824-05b5a677c99f","d98a2f28-4e55-4042-8824-05b5a677c99f","5","5","walk","10.467539999999985;51.78544;0"
"00d0afdc-bd8a-4777-b11d-6579fdcc8615","d1bf803e-4947-405f-aad0-bf0d0d903ae8","d1bf803e-4947-405f-aad0-bf0d0d903ae8","5","5","walk","10.467539999999985;51.78544;0"
"00de5c19-30c7-4dae-a501-1c1fa61063e9","ff0f0541-e963-4210-90db-61522752bf5f","ff0f0541-e963-4210-90db-61522752bf5f","5","5","walk","10.467539999999985;51.78544;0"
"00f60f58-cc84-4a6a-890b-ef31b72c1ff2","9ada61be-8cce-48fa-8f72-3d25c557de17","9ada61be-8cce-48fa-8f72-3d25c557de17","5","5","walk","10.467539999999985;51.78544;0"
"00fb63c4-064d-493e-af1c-5f55ebd6a589","b71469b9-6c7f-4291-ac66-d0644fe14382","b71469b9-6c7f-4291-ac66-d0644fe14382","5","5","walk","10.467539999999985;51.78544;0"
"0122783a-16da-4819-80b8-24bfa9f9a8e4","1ea6fac8-d7d1-47da-a4e7-c81a32aa12f7","1ea6fac8-d7d1-47da-a4e7-c81a32aa12f7","5","5","walk","10.467539999999985;51.78544;0"
"0126a073-2f50-4c68-a812-e63a24f0e7a1","2969587d-5579-459f-8def-1e4cdca95a71","2969587d-5579-459f-8def-1e4cdca95a71","5","5","walk","10.467539999999985;51.78544;0"
"01376a92-f53f-49ae-95dc-41999f7dd5dc","e37c7429-1243-48c6-a6b5-db07edb8c419","e37c7429-1243-48c6-a6b5-db07edb8c419","5","5","walk","10.467539999999985;51.78544;0"
"01478365-c99d-4dd3-b2f8-6bd00041a008","7fd378ec-713e-4bbc-b1d2-0660c824f4a8","7fd378ec-713e-4bbc-b1d2-0660c824f4a8","5","5","walk","10.467539999999985;51.78544;0"
"0154346e-7d6c-4e70-a641-d54c485b4620","595cb2a2-8f5b-458f-9f13-c65454ad09ce","595cb2a2-8f5b-458f-9f13-c65454ad09ce","5","5","walk","10.467539999999985;51.78544;0"
"015622fa-5a23-49f2-a26b-2b7d4b84ddcf","1b9be2c4-cd74-4ab8-96e2-030b19ca3b06","1b9be2c4-cd74-4ab8-96e2-030b19ca3b06","5","5","walk","10.467539999999985;51.78544;0"
"01597a7d-d4e1-47b5-ac1d-e2a5300078c4","83297672-c96c-41d9-830c-bac8c5510fda","83297672-c96c-41d9-830c-bac8c5510fda","5","5","walk","10.467539999999985;51.78544;0"
"0183b66f-6c71-473c-9052-e65e7a1ff8d9","970ca3ca-dba5-4a7d-a4f1-d2953b2cdb6f","970ca3ca-dba5-4a7d-a4f1-d2953b2cdb6f","5","5","walk","10.467539999999985;51.78544;0"
"019f2f52-9005-4750-a0f9-d08a6b8113ff","4391d27c-6a00-483f-bf2f-9cd32f851f9e","4391d27c-6a00-483f-bf2f-9cd32f851f9e","5","5","walk","10.467539999999985;51.78544;0"
"01a59cd4-b12f-4199-96ab-3af2643732a4","fdb09503-0612-4ea8-94a9-aee3dcc97ac4","fdb09503-0612-4ea8-94a9-aee3dcc97ac4","5","5","walk","10.467539999999985;51.78544;0"
"01e5556b-3de4-48bc-8487-eabaebb1a285","0cbae5da-7262-482c-930e-69ab89626c3e","0cbae5da-7262-482c-930e-69ab89626c3e","5","5","walk","10.467539999999985;51.78544;0"
"01eead68-c3ee-44cc-a98c-50392779697d","51c29248-45d8-4931-995e-4314e035537e","51c29248-45d8-4931-995e-4314e035537e","5","5","walk","10.467539999999985;51.78544;0"
"0215f86e-588b-440c-92a0-5d7062917371","07b69f9c-e34d-476b-a04a-56d468eaf8ce","07b69f9c-e34d-476b-a04a-56d468eaf8ce","5","5","walk","10.467539999999985;51.78544;0"
"022da553-b93a-45e7-865c-a79f0f9e6088","b8cacae6-1547-4149-a7de-8f788ac3187c","b8cacae6-1547-4149-a7de-8f788ac3187c","5","5","walk","10.467539999999985;51.78544;0"
"02490487-c681-483c-aa14-09dc50d7d9d2","6444f2ef-6157-4aba-a4c8-d5b2ec70f172","6444f2ef-6157-4aba-a4c8-d5b2ec70f172","5","5","walk","10.467539999999985;51.78544;0"
"0260632b-1535-48ce-bc3d-3c32101d2122","89fbd621-5594-4259-9b6d-cf57621e3c12","89fbd621-5594-4259-9b6d-cf57621e3c12","5","5","walk","10.467539999999985;51.78544;0"
"026ad314-18e8-4cf6-8d6e-c6a99b35c62a","e4469152-822f-4bb6-98d9-7e43630747ab","e4469152-822f-4bb6-98d9-7e43630747ab","5","5","walk","10.467539999999985;51.78544;0"
"02707740-e561-41a7-8009-f4cefa1b382f","fdbc63ad-7212-4b7e-ae17-70ed2b5b2432","fdbc63ad-7212-4b7e-ae17-70ed2b5b2432","5","5","walk","10.467539999999985;51.78544;0"
"0277a6a1-fb72-49be-87b1-d9e7e0bb84bb","6497873d-9d9c-4376-b152-a26de0a6eed8","6497873d-9d9c-4376-b152-a26de0a6eed8","5","5","walk","10.467539999999985;51.78544;0"
"0298852c-688e-4231-a9be-0cf225c43155","65743718-af8e-49a6-b692-2549699e7850","65743718-af8e-49a6-b692-2549699e7850","5","5","walk","10.467539999999985;51.78544;0"
"029c9d68-e1f0-478a-a75c-ff75e62f8aa1","0a5b13dc-04df-4870-aad1-d13fa2b16171","0a5b13dc-04df-4870-aad1-d13fa2b16171","5","5","walk","10.467539999999985;51.78544;0"
"02ae4051-0ca7-46c4-a21b-dddf93c66f9b","863c81a0-60be-4517-bbca-e086c41f5d7b","863c81a0-60be-4517-bbca-e086c41f5d7b","5","5","walk","10.467539999999985;51.78544;0"
"02b41aa1-1a24-414f-b752-317c4cbab7ad","e15477c6-0f63-4f9b-9bce-6e1b59c32baf","e15477c6-0f63-4f9b-9bce-6e1b59c32baf","5","5","walk","10.467539999999985;51.78544;0"
"02c3fe28-0488-488f-bc28-b1cef09c1459","0e528f51-b63c-4791-a81f-24be9b135ee1","0e528f51-b63c-4791-a81f-24be9b135ee1","5","5","walk","10.467539999999985;51.78544;0"
"02cb6c00-cb51-47a2-9cba-be2c7b69f37f","b13a6408-4b2c-41b7-b8a0-7bd188e38754","b13a6408-4b2c-41b7-b8a0-7bd188e38754","5","5","walk","10.467539999999985;51.78544;0"
"02dc93d1-8244-4a59-ab4f-5a361938b034","dae9c271-8417-40b3-b79e-9a47902c0974","dae9c271-8417-40b3-b79e-9a47902c0974","5","5","walk","10.467539999999985;51.78544;0"
"02dee3f7-1481-4b54-8861-7572049c5d6d","0ef5fa0f-f4b2-4980-9f97-40c7c2dd5270","0ef5fa0f-f4b2-4980-9f97-40c7c2dd5270","5","5","walk","10.467539999999985;51.78544;0"
"02e7737a-67c1-4d02-827e-276c8134664a","207326b6-9b7c-4148-ae7e-35717c29e388","207326b6-9b7c-4148-ae7e-35717c29e388","5","5","walk","10.467539999999985;51.78544;0"
"02ed8eef-1fab-4477-8f81-c55cc2c0a42c","c0695484-4b5e-4be0-8d1b-bd068ad85416","c0695484-4b5e-4be0-8d1b-bd068ad85416","5","5","walk","10.467539999999985;51.78544;0"
"02f0e4c0-c239-4091-af5e-88b3bbfaa44c","59b6d164-9404-458f-85e7-f8b1c25db77f","59b6d164-9404-458f-85e7-f8b1c25db77f","5","5","walk","10.467539999999985;51.78544;0"
"03286928-3be5-466a-886e-9343a7bacb52","996b615c-f32c-4a30-ac98-f5b2d37160ab","996b615c-f32c-4a30-ac98-f5b2d37160ab","5","5","walk","10.467539999999985;51.78544;0"
"0338b144-239a-4e52-b984-977ce0037af8","309ae0f7-08ce-4b39-88ee-4e457cfe56bf","309ae0f7-08ce-4b39-88ee-4e457cfe56bf","5","5","walk","10.467539999999985;51.78544;0"
"0338cbab-a3cf-49c3-b9e2-9225df7e1ff3","79659b47-882a-463d-a628-75089b832981","79659b47-882a-463d-a628-75089b832981","5","5","walk","10.467539999999985;51.78544;0"
"033ad519-f32a-473b-b7e5-0c7fb137d93e","ae951856-280a-43f0-b087-03eb950abd29","ae951856-280a-43f0-b087-03eb950abd29","5","5","walk","10.467539999999985;51.78544;0"
"033dace7-83a1-4ffb-a46c-5c00b692cfda","f8d298d5-dc19-43db-9066-cd1405c3abae","f8d298d5-dc19-43db-9066-cd1405c3abae","5","5","walk","10.467539999999985;51.78544;0"
"03442718-26ff-4b06-82ac-6d850f01665b","a38261eb-cd89-4c92-b8cd-0097c95f10ec","a38261eb-cd89-4c92-b8cd-0097c95f10ec","5","5","walk","10.467539999999985;51.78544;0"
"034a76a7-7cf7-406d-9840-b04843c6dd7d","963bb6cd-abc5-464d-bdeb-3063ef931185","963bb6cd-abc5-464d-bdeb-3063ef931185","5","5","walk","10.467539999999985;51.78544;0"
"034f21e1-3432-4cd6-bbef-71d09c8e5515","d187b48c-263b-4fa7-beac-5717a633d39c","d187b48c-263b-4fa7-beac-5717a633d39c","5","5","walk","10.467539999999985;51.78544;0"
"034f4d58-a77a-4f97-b527-308f6fca97a1","381b0dda-efaf-42e3-ac9e-4204eea96945","381b0dda-efaf-42e3-ac9e-4204eea96945","5","5","walk","10.467539999999985;51.78544;0"
"03610fc2-54fa-46ed-9c0f-eb2266b596b6","87f7aac2-6a69-4b3e-a0e7-fe18a47023d5","87f7aac2-6a69-4b3e-a0e7-fe18a47023d5","5","5","walk","10.467539999999985;51.78544;0"
"0376773f-b696-4183-bbb0-be6bf6efc5f5","3d121d06-d916-46fb-a6c4-03234150ef8f","3d121d06-d916-46fb-a6c4-03234150ef8f","5","5","walk","10.467539999999985;51.78544;0"
"0379112b-aa93-49fd-9105-bd42259b24ac","0328f7d7-43fa-4590-85ed-574dfc3dc408","0328f7d7-43fa-4590-85ed-574dfc3dc408","5","5","walk","10.467539999999985;51.78544;0"
"0387a7ed-30af-41e1-816c-9595e778ffd0","e76da041-0283-42cb-aad6-a91056a534ee","e76da041-0283-42cb-aad6-a91056a534ee","5","5","walk","10.467539999999985;51.78544;0"
"038c73c9-7ba3-4892-af5e-d9ac59bfcf34","b69b22e4-fbc2-4d42-ad3f-48c5ab80351a","b69b22e4-fbc2-4d42-ad3f-48c5ab80351a","5","5","walk","10.467539999999985;51.78544;0"
"038ce8e3-53f9-4f25-bc5f-4e35674d263e","7d0e9fa2-8176-42cf-b250-91b66a3c00e9","7d0e9fa2-8176-42cf-b250-91b66a3c00e9","5","5","walk","10.467539999999985;51.78544;0"
"039ba9ce-6204-4775-ad20-538487388740","69261e36-1a0a-480d-9d2b-5692c86530b1","69261e36-1a0a-480d-9d2b-5692c86530b1","5","5","walk","10.467539999999985;51.78544;0"
"03a4c1b7-782d-4add-b045-e46b19d15531","e189c2d1-67b5-417f-a0db-cd647e8667f1","e189c2d1-67b5-417f-a0db-cd647e8667f1","5","5","walk","10.467539999999985;51.78544;0"
"03a5fb41-0b32-4512-9888-83ef2bede177","36ea30c0-c178-495b-a534-45de75f972ba","36ea30c0-c178-495b-a534-45de75f972ba","5","5","walk","10.467539999999985;51.78544;0"
"03ae9515-44e4-42ad-a65f-98baccd9acf5","f3a83e04-181f-41fa-813f-854dd9d1a5c9","f3a83e04-181f-41fa-813f-854dd9d1a5c9","5","5","walk","10.467539999999985;51.78544;0"
"03b24c47-f921-479c-b3ed-024af19ce691","e23e8151-9a15-4a86-a633-0a64cb1dc7f1","e23e8151-9a15-4a86-a633-0a64cb1dc7f1","5","5","walk","10.467539999999985;51.78544;0"
"03bdf40f-87d0-41d4-8508-0abe8ce5c8d3","765877cc-a511-42cc-92eb-d4017cecec6c","765877cc-a511-42cc-92eb-d4017cecec6c","5","5","walk","10.467539999999985;51.78544;0"
"03c431e4-f2a3-430a-881d-0c8365543d68","9d961980-aac4-4dc3-bd27-0c3d5635ba87","9d961980-aac4-4dc3-bd27-0c3d5635ba87","5","5","walk","10.467539999999985;51.78544;0"
"03d17c82-2652-4d3f-ac99-3a2b7a5a1e2a","b33d7208-5d83-4e33-9e2a-679f4267341d","b33d7208-5d83-4e33-9e2a-679f4267341d","5","5","walk","10.467539999999985;51.78544;0"
"03dbfc5a-30ca-45ae-889b-5e7062357ed4","c9439ceb-4df7-4e29-9951-52a740bd8caf","c9439ceb-4df7-4e29-9951-52a740bd8caf","5","5","walk","10.467539999999985;51.78544;0"
"03ddfdee-eb7b-42b5-9c5d-4370aa29ce32","595cb2a2-8f5b-458f-9f13-c65454ad09ce","595cb2a2-8f5b-458f-9f13-c65454ad09ce","5","5","walk","10.467539999999985;51.78544;0"
"03e3a932-34de-4c41-be64-bde42ede151d","c0a7d029-0fce-4d80-9dbb-08a993c912fd","c0a7d029-0fce-4d80-9dbb-08a993c912fd","5","5","walk","10.467539999999985;51.78544;0"
"03f3070d-5c61-4557-b9c1-3fc257825448","290b16fc-a4dd-4267-81b1-1239b75cf71f","290b16fc-a4dd-4267-81b1-1239b75cf71f","5","5","walk","10.467539999999985;51.78544;0"
"040245fd-0bf2-4119-b896-ccc4cdcd9bce","53048f4d-8b0a-44ea-80a9-2596a55261b2","53048f4d-8b0a-44ea-80a9-2596a55261b2","5","5","walk","10.467539999999985;51.78544;0"
"0412733d-133c-48e7-94c2-ac544b878d2f","42c6ee57-04c5-4352-85d4-9e3bd6848e4b","42c6ee57-04c5-4352-85d4-9e3bd6848e4b","5","5","walk","10.467539999999985;51.78544;0"
"041a573f-e12d-44e1-8dc9-921455a03f6c","09a53a32-3574-4aa4-962b-7a9ea851b01e","09a53a32-3574-4aa4-962b-7a9ea851b01e","5","5","walk","10.467539999999985;51.78544;0"
"0423db99-b93d-4638-83e4-daa279439dda","26674b74-93d1-414c-9cc0-c4e1ff89d0c7","26674b74-93d1-414c-9cc0-c4e1ff89d0c7","5","5","walk","10.467539999999985;51.78544;0"
"044afb24-25a7-48b4-b8d1-99f39aa05d19","a2167e1b-3f70-4424-b5ac-fb80bf394e57","a2167e1b-3f70-4424-b5ac-fb80bf394e57","5","5","walk","10.467539999999985;51.78544;0"
"04608f9f-757d-4475-9153-8566b8ae28f5","013cb241-0e93-4c7d-bb6c-a95bf99eaa72","013cb241-0e93-4c7d-bb6c-a95bf99eaa72","5","5","walk","10.467539999999985;51.78544;0"
"04647e24-08de-44b8-b3d3-56aecccd8ce4","d81feea3-8148-4677-a32c-286cebd575c8","d81feea3-8148-4677-a32c-286cebd575c8","5","5","walk","10.467539999999985;51.78544;0"
"047b1b7e-f74d-4414-b1cf-ec5e9791a39b","8b7e90d1-6159-4358-8d85-fe2b21002b48","8b7e90d1-6159-4358-8d85-fe2b21002b48","5","5","walk","10.467539999999985;51.78544;0"
"047de265-f878-4b5c-a7ed-67b60998ee33","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","5","5","walk","10.467539999999985;51.78544;0"
"0485658f-7963-422c-98ea-1f5676da1929","a5c196fc-1835-4fab-8653-b162259666bb","a5c196fc-1835-4fab-8653-b162259666bb","5","5","walk","10.467539999999985;51.78544;0"
"049c3dd5-c276-4bb0-b8af-86eb9fc746f2","a0007709-99b1-4e04-9af2-92491aff0755","a0007709-99b1-4e04-9af2-92491aff0755","5","5","walk","10.467539999999985;51.78544;0"
"04a2cc56-d3f6-4630-8324-fa7c91c23ded","83297672-c96c-41d9-830c-bac8c5510fda","83297672-c96c-41d9-830c-bac8c5510fda","5","5","walk","10.467539999999985;51.78544;0"
"04c08597-29b3-4be0-82eb-e21ba348e673","762a6840-9d2c-45d9-b506-f46ba0cc3611","762a6840-9d2c-45d9-b506-f46ba0cc3611","5","5","walk","10.467539999999985;51.78544;0"
"04ce5a6d-da37-4d8a-b708-8cd848dc8283","0425ebe9-4d1c-4322-82b8-2b550ac99498","0425ebe9-4d1c-4322-82b8-2b550ac99498","5","5","walk","10.467539999999985;51.78544;0"
"04d18708-177d-4e8e-94eb-d4b9e090e134","a44063fc-42e6-4b34-9b95-b692ef67b111","a44063fc-42e6-4b34-9b95-b692ef67b111","5","5","walk","10.467539999999985;51.78544;0"
"04d73bba-4651-4d38-aae2-a34573d57f9b","4444a5f2-0eef-4df5-9fbc-bb8aca184b71","4444a5f2-0eef-4df5-9fbc-bb8aca184b71","5","5","walk","10.467539999999985;51.78544;0"
"04e992d5-c4e0-42ca-85df-6ba9fdd669d2","ccac44be-7bdd-4546-ae9e-9c88732b2f60","ccac44be-7bdd-4546-ae9e-9c88732b2f60","5","5","walk","10.467539999999985;51.78544;0"
"04edd58a-dd73-4678-8380-5f4f068903d4","296a64c9-0d1e-4039-83eb-f0614ed8cfee","296a64c9-0d1e-4039-83eb-f0614ed8cfee","5","5","walk","10.467539999999985;51.78544;0"
"04f241da-70e2-4e07-8985-1adffdae0054","963bb6cd-abc5-464d-bdeb-3063ef931185","963bb6cd-abc5-464d-bdeb-3063ef931185","5","5","walk","10.467539999999985;51.78544;0"
"04f6e377-6011-4f96-88d8-81a88ada323a","b09e3358-3817-49fd-b85c-759ee1b8a0c0","b09e3358-3817-49fd-b85c-759ee1b8a0c0","5","5","walk","10.467539999999985;51.78544;0"
"050c58e4-1ce1-461f-9d1d-d1ded4166dc9","a1b32215-d604-466d-9a3c-9e73fa0ab69e","a1b32215-d604-466d-9a3c-9e73fa0ab69e","5","5","walk","10.467539999999985;51.78544;0"
"05464b31-6697-4b7d-a864-ad7793860299","f0660015-19dc-48f7-9a51-1f5507a1b331","f0660015-19dc-48f7-9a51-1f5507a1b331","5","5","walk","10.467539999999985;51.78544;0"
"054c567c-8a45-4a37-a9ad-4dddf42190fc","336c71aa-c352-4191-b54c-afe53a8584e9","336c71aa-c352-4191-b54c-afe53a8584e9","5","5","walk","10.467539999999985;51.78544;0"
"0552043e-b129-4630-9ab5-132a4614bd37","4cb30fc5-9c0d-4e5e-adf9-4061d96f1aee","4cb30fc5-9c0d-4e5e-adf9-4061d96f1aee","5","5","walk","10.467539999999985;51.78544;0"
"05565be0-7014-4e03-9590-786649c81ee4","796261ea-45d9-4c91-9794-f1b0765decef","796261ea-45d9-4c91-9794-f1b0765decef","5","5","walk","10.467539999999985;51.78544;0"
"055bea77-2806-4637-b766-40a09192a5b1","b922318b-72f6-4a89-9156-9a306615bae3","b922318b-72f6-4a89-9156-9a306615bae3","5","5","walk","10.467539999999985;51.78544;0"
"05611010-e7be-47af-aad2-533ebc335126","8f6f9510-a831-48ea-b10c-7a0b3e28bf30","8f6f9510-a831-48ea-b10c-7a0b3e28bf30","5","5","walk","10.467539999999985;51.78544;0"
"059fab50-1ba1-40d3-a725-bdc8954693b3","6232d627-cc26-4fa1-9e70-82f817777d07","6232d627-cc26-4fa1-9e70-82f817777d07","5","5","walk","10.467539999999985;51.78544;0"
"05a9fca0-742b-4c04-a78d-da3bdf1da376","5c901711-34a9-49b7-bd44-edcf4ea51768","5c901711-34a9-49b7-bd44-edcf4ea51768","5","5","walk","10.467539999999985;51.78544;0"
"05bd306c-839d-410e-90b8-5da826cb0454","4d5b3db1-9bc0-4e14-9a59-4ed3fc2a7281","4d5b3db1-9bc0-4e14-9a59-4ed3fc2a7281","5","5","walk","10.467539999999985;51.78544;0"
"05d87317-8f65-4ed8-a502-2d1bcc708465","f9bbaab7-2b38-4c78-b1a0-416c82a3f68b","f9bbaab7-2b38-4c78-b1a0-416c82a3f68b","5","5","walk","10.467539999999985;51.78544;0"
"05e6907a-9c16-4c5f-a558-6df9753698c5","29d1d742-fd93-4ad2-b23b-7ee46daa8de9","29d1d742-fd93-4ad2-b23b-7ee46daa8de9","5","5","walk","10.467539999999985;51.78544;0"
"05f3ba4d-6ed9-4ade-ae6e-becfd2699467","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","5","5","walk","10.467539999999985;51.78544;0"
"06072ea0-40e6-4a6e-aa10-f3ce4e268f68","f3267ad2-961d-4d17-b626-36e01046d695","f3267ad2-961d-4d17-b626-36e01046d695","5","5","walk","10.467539999999985;51.78544;0"
"060dd6ad-83eb-4219-8a82-d32c41c8a065","3b8f9f10-9894-45f3-8b57-9a9b25df20f5","3b8f9f10-9894-45f3-8b57-9a9b25df20f5","5","5","walk","10.467539999999985;51.78544;0"
"0614069a-fa54-4c73-a54d-c5ac6b47f687","73405985-5745-4667-819b-f7c11441fbfc","73405985-5745-4667-819b-f7c11441fbfc","5","5","walk","10.467539999999985;51.78544;0"
"061d80e7-7006-4f51-b8e2-426319ffe6f8","0edc0176-fce9-426d-b1ae-7d88991a7dc2","0edc0176-fce9-426d-b1ae-7d88991a7dc2","5","5","walk","10.467539999999985;51.78544;0"
"062366b2-9815-4861-bf88-0148a8691311","f0627d12-254c-4913-b81a-8cb78bed0ae0","f0627d12-254c-4913-b81a-8cb78bed0ae0","5","5","walk","10.467539999999985;51.78544;0"
"0635fe73-a431-48cd-b470-9d894aa7e84f","bd43e13c-ad1f-46be-bcce-b701ba7a3021","bd43e13c-ad1f-46be-bcce-b701ba7a3021","5","5","walk","10.467539999999985;51.78544;0"
"0648236e-f065-4827-9c4a-dea56e094b84","507cd8a5-62ff-4724-932e-6443a5be7415","507cd8a5-62ff-4724-932e-6443a5be7415","5","5","walk","10.467539999999985;51.78544;0"
"064e76ec-ef0d-4e8f-b31b-81100d5b8e11","31a3e626-78ce-4658-a8c0-4e82b439f5c0","31a3e626-78ce-4658-a8c0-4e82b439f5c0","5","5","walk","10.467539999999985;51.78544;0"
"06887336-1acb-4224-a4e0-bf2f562de230","4cb30fc5-9c0d-4e5e-adf9-4061d96f1aee","4cb30fc5-9c0d-4e5e-adf9-4061d96f1aee","5","5","walk","10.467539999999985;51.78544;0"
"069d0806-f69d-4f9d-838d-04b4384c87d4","4391d27c-6a00-483f-bf2f-9cd32f851f9e","4391d27c-6a00-483f-bf2f-9cd32f851f9e","5","5","walk","10.467539999999985;51.78544;0"
"06b0f584-36d3-44a7-91d9-192769f6d2b5","e89d5005-30f0-417c-81c7-52319eca7436","e89d5005-30f0-417c-81c7-52319eca7436","5","5","walk","10.467539999999985;51.78544;0"
"06ba22f6-47ff-4322-af68-a4b896f161f3","feb517c3-3283-4604-9477-38d826f6bb6b","feb517c3-3283-4604-9477-38d826f6bb6b","5","5","walk","10.467539999999985;51.78544;0"
"06be107e-b82b-4638-8596-3e2ece3010fe","a0007709-99b1-4e04-9af2-92491aff0755","a0007709-99b1-4e04-9af2-92491aff0755","5","5","walk","10.467539999999985;51.78544;0"
"06f0c1a0-2e52-4fa8-ab70-f072ca2d3b06","da53c50b-0317-4a54-9341-a3f02216d829","da53c50b-0317-4a54-9341-a3f02216d829","5","5","walk","10.467539999999985;51.78544;0"
"06fd29b6-5ad9-4277-9494-eda0fde0c58c","d08779ef-2739-4def-adc9-ea0c1db5ff85","d08779ef-2739-4def-adc9-ea0c1db5ff85","5","5","walk","10.467539999999985;51.78544;0"
"070e1dfc-0074-4378-ae7c-5c13e608cbca","dfb14c15-6166-4333-b56b-92365a7e8fa7","dfb14c15-6166-4333-b56b-92365a7e8fa7","5","5","walk","10.467539999999985;51.78544;0"
"07185529-29de-435e-b71e-3273a1238f6d","0f7f125a-0071-4679-b0fb-a65582c93a6c","0f7f125a-0071-4679-b0fb-a65582c93a6c","5","5","walk","10.467539999999985;51.78544;0"
"07241a1b-825b-4224-b164-8c5ab503711a","f3a83e04-181f-41fa-813f-854dd9d1a5c9","f3a83e04-181f-41fa-813f-854dd9d1a5c9","5","5","walk","10.467539999999985;51.78544;0"
"0724e8fb-30af-4c6b-b3e6-41112df8d40f","a1ff6de4-18f9-4b28-8133-ba877483768e","a1ff6de4-18f9-4b28-8133-ba877483768e","5","5","walk","10.467539999999985;51.78544;0"
"0739baca-1392-4924-99ea-629ea1050100","49337ed4-994c-4cbc-b013-ae63e5f4f26c","49337ed4-994c-4cbc-b013-ae63e5f4f26c","5","5","walk","10.467539999999985;51.78544;0"
